2025-10-28 09:18:41,998 - logging_config - INFO - REQUEST - ID: e36f966c-9507-489b-86d4-63d9c9f54fd4 | User: None | Method: OPTIONS | Path: /list-models | Query: {} | Body Size: 0 bytes
2025-10-28 09:18:42,219 - logging_config - INFO - REQUEST - ID: 75b3ffcc-492f-487d-bfd7-393169455dad | User: None | Method: OPTIONS | Path: /list-queries | Query: {} | Body Size: 0 bytes
2025-10-28 09:18:42,425 - logging_config - INFO - REQUEST - ID: bb74ec0a-2dc7-4d6b-9580-5b0d5e30f98e | User: None | Method: OPTIONS | Path: /list-models | Query: {} | Body Size: 0 bytes
2025-10-28 09:18:42,617 - logging_config - INFO - REQUEST - ID: 89193028-c1d0-43f4-9a69-d2f7d222ad8e | User: None | Method: OPTIONS | Path: /list-queries | Query: {} | Body Size: 0 bytes
2025-10-28 09:18:42,812 - logging_config - INFO - RESPONSE - ID: e36f966c-9507-489b-86d4-63d9c9f54fd4 | Status: 200 | Processing Time: 1776ms
2025-10-28 09:18:43,013 - logging_config - INFO - RESPONSE - ID: 75b3ffcc-492f-487d-bfd7-393169455dad | Status: 200 | Processing Time: 800ms
2025-10-28 09:18:43,205 - logging_config - INFO - RESPONSE - ID: bb74ec0a-2dc7-4d6b-9580-5b0d5e30f98e | Status: 200 | Processing Time: 791ms
2025-10-28 09:18:43,398 - logging_config - INFO - RESPONSE - ID: 89193028-c1d0-43f4-9a69-d2f7d222ad8e | Status: 200 | Processing Time: 785ms
2025-10-28 09:18:43,599 - logging_config - INFO - REQUEST - ID: dd156c8b-7970-4387-a819-d342bbc6fba5 | User: None | Method: GET | Path: /list-models | Query: {} | Body Size: 0 bytes
2025-10-28 09:18:43,796 - logging_config - INFO - REQUEST - ID: 9eb44fbc-6dac-453e-9325-ca86f49ebf00 | User: None | Method: GET | Path: /list-queries | Query: {} | Body Size: 0 bytes
2025-10-28 09:18:44,006 - logging_config - INFO - RESPONSE - ID: dd156c8b-7970-4387-a819-d342bbc6fba5 | Status: 401 | Processing Time: 405ms
2025-10-28 09:18:44,202 - logging_config - INFO - RESPONSE - ID: 9eb44fbc-6dac-453e-9325-ca86f49ebf00 | Status: 401 | Processing Time: 410ms
2025-10-28 09:18:44,400 - logging_config - INFO - REQUEST - ID: fb3a4c50-1556-4bc1-9672-8c4d736eae5c | User: None | Method: GET | Path: /list-queries | Query: {} | Body Size: 0 bytes
2025-10-28 09:18:44,590 - logging_config - INFO - REQUEST - ID: 9baf2e76-43f8-4f4b-851d-e4dc9a2b6cfd | User: None | Method: GET | Path: /list-models | Query: {} | Body Size: 0 bytes
2025-10-28 09:18:44,784 - logging_config - INFO - RESPONSE - ID: fb3a4c50-1556-4bc1-9672-8c4d736eae5c | Status: 401 | Processing Time: 387ms
2025-10-28 09:18:44,985 - logging_config - INFO - RESPONSE - ID: 9baf2e76-43f8-4f4b-851d-e4dc9a2b6cfd | Status: 401 | Processing Time: 394ms
2025-10-28 09:18:51,086 - logging_config - INFO - REQUEST - ID: 9ddd17b2-4c7f-4be5-a552-b87f476bdba4 | User: None | Method: POST | Path: /auth/logout | Query: {} | Body Size: 0 bytes
2025-10-28 09:18:51,273 - logging_config - INFO - RESPONSE - ID: 9ddd17b2-4c7f-4be5-a552-b87f476bdba4 | Status: 200 | Processing Time: 194ms
2025-10-28 09:18:54,022 - logging_config - INFO - REQUEST - ID: 1bb94699-364f-470c-8471-6214a3cb009c | User: None | Method: POST | Path: /auth/google | Query: {} | Body Size: 1203 bytes
